Employee_ID,Employee_Name,Department,Role,Date,Status,Check_In,Check_Out,Late,Overtime_Hours,Salary,Work_Location,Productivity_Score,Engagement_Score,Pending_Tasks
E047,Employee_47,HR,Manager,2025-08-18,Present,09:57:00,17:22:00,0,1.68,4661.74,Work from Home,0.91,0.13,7
E001,Employee_1,IT,Team Lead,2025-12-20,Present,10:04:00,18:54:00,0,2.61,3500.61,Work from Home,0.7,0.34,2
E049,Employee_49,IT,Manager,2025-12-22,Present,10:55:00,17:06:00,0,2.55,4317.51,Office,0.98,0.64,0
E006,Employee_6,HR,Staff,2025-04-21,Present,10:54:00,18:33:00,1,0.54,4916.6,Office,0.76,0.03,7
E043,Employee_43,HR,Staff,2025-11-30,Present,09:52:00,17:19:00,0,0.49,3396.65,Work from Home,0.33,0.06,5
E015,Employee_15,Finance,Manager,2025-08-30,Present,09:15:00,18:16:00,1,0.29,1802.42,Office,0.71,0.97,9
E004,Employee_4,Finance,Intern,2025-04-13,Present,09:19:00,18:21:00,0,0.84,2437.28,Work from Home,0.08,0.48,0
E013,Employee_13,Finance,Staff,2025-05-26,Present,09:06:00,17:32:00,0,1.43,1102.87,Office,0.05,0.85,4
E012,Employee_12,Finance,Staff,2025-03-02,Present,10:39:00,18:19:00,0,1.35,3074.93,Work from Home,0.24,0.52,1
E015,Employee_15,IT,Team Lead,2025-11-23,Present,09:44:00,18:00:00,0,0.52,1171.08,Work from Home,0.22,0.4,9
E016,Employee_16,IT,Intern,2025-08-10,Present,10:37:00,17:29:00,0,0.23,2285.27,Office,0.75,0.91,1
E027,Employee_27,IT,Intern,2025-09-05,Absent,,,0,0.0,1476.76,Office,0.59,0.65,6
E004,Employee_4,HR,Intern,2025-01-10,Present,09:12:00,17:01:00,0,0.89,3954.0,Work from Home,0.46,0.2,5
E004,Employee_4,Operations,Team Lead,2025-05-17,Present,10:54:00,17:07:00,0,2.18,1961.66,Office,0.88,0.25,1
E032,Employee_32,IT,Staff,2025-06-17,Present,10:53:00,17:48:00,0,2.98,4723.89,Work from Home,0.18,0.22,1
E008,Employee_8,IT,Staff,2025-10-17,Absent,,,0,0.0,2740.13,Work from Home,0.42,0.0,3
E019,Employee_19,Operations,Intern,2025-01-09,Present,09:20:00,17:44:00,0,1.84,1501.58,Work from Home,0.39,0.25,7
E023,Employee_23,HR,Staff,2025-06-03,Present,10:31:00,18:27:00,0,2.89,3898.38,Work from Home,0.79,0.06,3
E050,Employee_50,IT,Manager,2025-02-25,Present,09:28:00,17:28:00,0,1.08,1172.38,Office,0.23,0.66,7
E008,Employee_8,Operations,Manager,2025-02-22,Present,10:30:00,18:21:00,0,0.61,3877.26,Office,0.22,0.13,0
E004,Employee_4,HR,Staff,2025-06-11,Absent,,,0,0.0,1327.57,Work from Home,0.1,0.41,8
E017,Employee_17,Finance,Manager,2025-10-24,Present,09:41:00,18:49:00,0,0.72,2173.31,Work from Home,0.11,0.21,4
E029,Employee_29,IT,Team Lead,2025-02-14,Present,09:05:00,18:55:00,0,2.54,1780.93,Work from Home,0.21,0.04,1
E006,Employee_6,IT,Intern,2025-03-08,Present,09:45:00,17:55:00,1,0.47,4780.29,Office,0.1,0.7,5
E032,Employee_32,Finance,Staff,2025-01-25,Present,10:10:00,17:31:00,0,0.6,1302.57,Office,0.55,0.77,8
E021,Employee_21,IT,Intern,2025-09-21,Present,09:54:00,17:05:00,0,1.63,4828.56,Office,0.25,0.0,4
E010,Employee_10,HR,Manager,2025-01-22,Present,10:23:00,17:49:00,1,1.94,4660.75,Work from Home,0.36,0.7,3
E007,Employee_7,Operations,Staff,2025-05-06,Leave,,,0,0.0,3886.16,Office,0.66,0.65,2
E015,Employee_15,IT,Intern,2025-03-03,Present,10:32:00,17:43:00,0,2.86,4289.07,Work from Home,0.27,0.33,5
E020,Employee_20,HR,Manager,2025-07-21,Present,09:16:00,18:37:00,0,2.81,2276.33,Office,0.33,0.92,4
E046,Employee_46,IT,Staff,2025-09-22,Present,10:04:00,17:19:00,0,1.1,2073.74,Office,0.01,0.92,8
E044,Employee_44,Finance,Manager,2025-11-04,Present,10:09:00,18:53:00,0,0.33,1294.77,Work from Home,0.14,0.4,7
E025,Employee_25,IT,Staff,2025-11-13,Absent,,,0,0.0,3434.66,Office,0.44,0.96,7
E036,Employee_36,IT,Manager,2025-10-31,Present,09:31:00,18:11:00,0,2.79,4925.52,Office,0.25,0.61,9
E003,Employee_3,Operations,Intern,2025-10-14,Present,09:49:00,18:30:00,1,1.07,1032.32,Work from Home,0.03,0.12,0
E017,Employee_17,Operations,Staff,2025-10-05,Present,10:37:00,17:46:00,0,2.18,4521.42,Office,0.49,0.19,2
E030,Employee_30,IT,Manager,2025-06-08,Present,10:03:00,17:01:00,0,1.25,2303.38,Work from Home,0.1,0.44,0
E023,Employee_23,IT,Intern,2025-01-05,Absent,,,0,0.0,4295.01,Office,0.83,0.38,0
E009,Employee_9,Operations,Staff,2025-05-19,Present,10:45:00,18:16:00,0,1.59,2218.43,Work from Home,0.91,0.35,8
E029,Employee_29,Sales,Staff,2025-06-30,Absent,,,0,0.0,4080.12,Work from Home,0.75,0.37,5
E005,Employee_5,Operations,Team Lead,2025-09-28,Present,09:35:00,18:49:00,0,0.81,3043.85,Work from Home,0.55,0.2,2
E044,Employee_44,Finance,Team Lead,2025-10-08,Absent,,,0,0.0,1338.43,Office,0.65,0.69,4
E039,Employee_39,Sales,Team Lead,2025-05-26,Present,09:39:00,18:13:00,0,2.38,1262.47,Office,0.99,0.01,6
E003,Employee_3,IT,Manager,2025-04-05,Present,10:57:00,17:28:00,0,0.37,4164.91,Work from Home,0.86,0.49,0
E007,Employee_7,Operations,Staff,2025-08-08,Present,09:02:00,17:36:00,0,1.79,4216.55,Office,0.07,0.93,5
E043,Employee_43,HR,Intern,2025-06-12,Present,09:04:00,18:41:00,0,2.56,3317.52,Office,0.79,0.57,4
E027,Employee_27,Sales,Team Lead,2025-09-14,Present,09:19:00,18:15:00,1,1.79,3574.45,Office,0.98,0.09,0
E002,Employee_2,HR,Team Lead,2025-07-22,Present,09:23:00,18:27:00,0,1.45,2328.22,Office,0.27,0.43,7
E038,Employee_38,Operations,Intern,2025-06-01,Present,09:25:00,18:59:00,0,0.68,3626.76,Office,0.17,0.94,2
E043,Employee_43,Operations,Staff,2025-02-07,Present,10:51:00,18:26:00,0,2.55,1439.73,Work from Home,0.18,0.61,5
E037,Employee_37,IT,Team Lead,2025-03-22,Present,09:57:00,17:08:00,0,1.46,1249.66,Work from Home,0.04,0.78,9
E003,Employee_3,Sales,Manager,2025-03-03,Present,10:34:00,17:17:00,0,0.61,4373.84,Work from Home,0.11,0.27,8
E033,Employee_33,Operations,Staff,2025-09-17,Present,10:40:00,17:46:00,0,2.55,2275.69,Office,0.46,0.55,1
E047,Employee_47,IT,Staff,2025-12-30,Present,09:33:00,17:59:00,0,0.07,2790.23,Work from Home,0.7,0.36,0
E024,Employee_24,Sales,Manager,2025-05-26,Leave,,,0,0.0,3126.24,Work from Home,0.03,0.66,4
E008,Employee_8,HR,Manager,2025-09-30,Present,09:30:00,18:46:00,0,2.23,4654.06,Work from Home,0.97,0.54,0
E034,Employee_34,Finance,Manager,2025-10-03,Present,10:54:00,18:36:00,0,1.69,3154.38,Work from Home,0.19,0.89,0
E049,Employee_49,Sales,Intern,2025-06-19,Present,10:47:00,18:27:00,0,1.94,1930.45,Work from Home,0.54,0.91,7
E007,Employee_7,Operations,Manager,2025-08-08,Present,09:37:00,18:54:00,0,0.03,1858.09,Office,0.71,0.46,1
E005,Employee_5,Sales,Manager,2025-05-16,Present,10:05:00,17:20:00,0,2.32,2082.26,Office,0.67,0.16,9
E039,Employee_39,HR,Team Lead,2025-11-08,Present,10:38:00,18:07:00,0,0.33,3528.79,Office,0.96,0.58,6
E016,Employee_16,Sales,Manager,2025-02-24,Present,09:57:00,17:39:00,0,2.08,4976.89,Office,0.85,0.24,8
E031,Employee_31,Operations,Manager,2025-09-24,Present,09:28:00,17:15:00,0,0.39,2458.03,Office,0.35,0.76,7
E009,Employee_9,HR,Intern,2025-07-26,Present,10:38:00,17:44:00,1,0.88,2668.72,Work from Home,0.52,0.35,1
E046,Employee_46,IT,Manager,2025-04-19,Present,10:53:00,17:00:00,0,0.81,1601.06,Work from Home,0.36,0.27,0
E010,Employee_10,HR,Intern,2025-03-22,Leave,,,0,0.0,2698.19,Work from Home,0.48,0.72,5
E045,Employee_45,Sales,Manager,2025-11-01,Present,10:38:00,18:59:00,0,0.75,4400.26,Office,0.42,0.48,5
E027,Employee_27,Finance,Intern,2025-03-20,Present,10:53:00,18:21:00,0,0.91,4553.49,Office,0.23,0.28,1
E029,Employee_29,HR,Manager,2025-09-20,Present,10:13:00,18:30:00,0,2.1,1537.89,Work from Home,0.88,0.82,0
E046,Employee_46,Finance,Team Lead,2025-01-31,Absent,,,0,0.0,2006.54,Work from Home,0.33,0.35,1
E031,Employee_31,Finance,Team Lead,2025-11-23,Leave,,,0,0.0,3114.8,Office,0.82,0.42,1
E016,Employee_16,Finance,Staff,2025-03-04,Absent,,,0,0.0,2446.46,Office,0.29,0.99,0
E014,Employee_14,Operations,Staff,2025-06-11,Leave,,,0,0.0,1883.37,Work from Home,0.18,0.77,5
E029,Employee_29,HR,Team Lead,2025-11-24,Present,09:51:00,18:04:00,0,0.81,4156.5,Office,0.78,0.85,7
E045,Employee_45,Sales,Team Lead,2025-09-13,Absent,,,0,0.0,2107.41,Office,0.65,0.99,6
E004,Employee_4,Finance,Team Lead,2025-11-23,Present,10:46:00,18:13:00,0,1.96,3948.91,Office,0.94,0.99,2
E017,Employee_17,IT,Team Lead,2025-05-26,Present,10:02:00,17:49:00,0,0.29,2098.82,Office,0.77,0.61,6
E026,Employee_26,IT,Team Lead,2025-08-19,Present,09:52:00,18:50:00,0,1.85,3652.51,Work from Home,0.98,0.74,6
E023,Employee_23,Operations,Staff,2025-01-06,Present,10:26:00,18:25:00,0,0.55,4327.63,Work from Home,0.86,0.03,6
E029,Employee_29,Finance,Staff,2025-07-29,Present,10:36:00,18:41:00,0,0.47,3959.67,Office,0.27,0.48,4
E036,Employee_36,HR,Staff,2025-01-24,Leave,,,0,0.0,1673.4,Work from Home,0.32,0.54,9
E050,Employee_50,HR,Staff,2025-06-18,Present,09:07:00,17:24:00,0,0.46,2104.14,Office,0.27,0.1,0
E047,Employee_47,Finance,Manager,2025-12-10,Absent,,,0,0.0,4524.16,Office,0.1,0.79,3
E039,Employee_39,Sales,Intern,2025-05-06,Present,10:36:00,17:20:00,0,2.43,3930.16,Office,0.22,0.91,1
E012,Employee_12,HR,Intern,2025-04-13,Absent,,,0,0.0,1126.08,Office,0.87,1.0,4
E034,Employee_34,Finance,Intern,2025-06-16,Present,09:20:00,17:58:00,0,2.19,3534.18,Office,0.85,0.87,6
E040,Employee_40,Operations,Intern,2025-03-22,Present,09:16:00,18:52:00,0,2.48,2967.35,Work from Home,0.61,0.24,1
E032,Employee_32,IT,Team Lead,2025-08-29,Present,09:58:00,18:37:00,0,1.64,3887.14,Office,0.6,0.68,3
E003,Employee_3,Finance,Intern,2025-12-06,Absent,,,0,0.0,4327.95,Office,0.61,0.13,1
E044,Employee_44,Operations,Manager,2025-01-26,Present,09:20:00,17:41:00,0,3.0,3056.83,Office,0.95,0.29,5
E023,Employee_23,HR,Intern,2025-03-12,Absent,,,0,0.0,2833.41,Office,0.72,0.41,6
E027,Employee_27,HR,Intern,2025-02-19,Present,09:39:00,17:48:00,0,2.3,4456.56,Office,0.73,0.27,2
E022,Employee_22,Sales,Intern,2025-03-10,Present,10:26:00,17:06:00,0,1.19,1363.69,Office,0.9,0.43,6
E013,Employee_13,IT,Team Lead,2025-11-08,Present,09:54:00,17:35:00,0,1.15,3586.65,Office,0.22,0.55,9
E038,Employee_38,HR,Manager,2025-06-05,Present,10:52:00,18:58:00,0,2.16,1914.56,Work from Home,1.0,0.38,3
E043,Employee_43,HR,Intern,2025-03-17,Present,09:53:00,17:49:00,1,0.36,3282.37,Office,0.23,0.28,3
E028,Employee_28,Operations,Intern,2025-05-05,Present,09:33:00,17:27:00,0,2.68,2255.33,Work from Home,0.34,0.26,0
E044,Employee_44,Sales,Intern,2025-11-09,Absent,,,0,0.0,1826.15,Office,0.03,0.16,5
E018,Employee_18,Finance,Team Lead,2025-10-13,Present,09:01:00,17:59:00,0,1.98,3198.73,Office,0.49,0.31,8
E042,Employee_42,Operations,Manager,2025-09-11,Present,10:40:00,18:08:00,1,0.29,4022.48,Work from Home,0.39,0.56,2
E048,Employee_48,Operations,Manager,2025-03-04,Present,10:01:00,17:50:00,1,0.12,1723.13,Work from Home,0.61,0.87,2
E001,Employee_1,Operations,Team Lead,2025-11-22,Present,10:56:00,18:45:00,0,1.31,1997.71,Office,0.74,0.51,1
E002,Employee_2,IT,Team Lead,2025-09-18,Present,09:32:00,18:15:00,1,1.1,1390.57,Work from Home,0.03,0.94,5
E038,Employee_38,Operations,Intern,2025-02-22,Present,10:20:00,18:09:00,0,0.75,3433.54,Office,0.56,0.48,1
E034,Employee_34,Finance,Manager,2025-07-13,Present,10:59:00,18:09:00,0,0.84,2251.39,Work from Home,0.65,0.02,6
E001,Employee_1,Operations,Staff,2025-01-01,Present,10:43:00,17:09:00,0,1.78,1210.43,Office,0.16,0.1,1
E001,Employee_1,IT,Team Lead,2025-12-01,Present,09:54:00,18:52:00,1,0.68,1076.23,Office,0.5,0.14,1
E004,Employee_4,HR,Intern,2025-08-24,Present,09:25:00,17:03:00,0,1.28,2399.35,Work from Home,0.33,0.51,7
E040,Employee_40,HR,Staff,2025-09-27,Present,10:53:00,18:10:00,1,1.18,2958.61,Work from Home,0.56,0.75,4
E039,Employee_39,Sales,Team Lead,2025-01-14,Present,10:50:00,17:37:00,0,2.1,4115.43,Office,0.8,0.59,5
E035,Employee_35,HR,Intern,2025-08-06,Present,10:18:00,18:27:00,0,2.37,4880.99,Work from Home,0.93,0.33,8
E041,Employee_41,IT,Intern,2025-03-03,Present,09:14:00,18:46:00,0,2.11,1126.62,Office,0.56,0.88,5
E015,Employee_15,Finance,Team Lead,2025-08-16,Present,10:11:00,18:58:00,0,2.08,4795.84,Work from Home,0.86,0.73,8
E044,Employee_44,HR,Intern,2025-10-31,Present,09:15:00,18:33:00,0,2.86,4059.35,Office,0.2,0.1,5
E010,Employee_10,HR,Intern,2025-06-19,Present,09:29:00,18:20:00,0,1.85,4071.57,Office,0.74,0.5,6
E012,Employee_12,Operations,Manager,2025-05-05,Present,10:42:00,18:49:00,0,1.37,3146.93,Work from Home,0.13,0.36,0
E044,Employee_44,Finance,Staff,2025-05-02,Present,10:47:00,18:38:00,0,2.96,2530.79,Work from Home,0.17,0.96,7
E042,Employee_42,HR,Staff,2025-12-15,Present,09:20:00,18:25:00,0,0.4,2325.31,Work from Home,0.23,0.1,9
E001,Employee_1,Finance,Team Lead,2025-09-16,Leave,,,0,0.0,2246.11,Office,0.42,0.48,4
E012,Employee_12,HR,Intern,2025-12-07,Absent,,,0,0.0,4929.83,Work from Home,0.36,0.29,1
E046,Employee_46,Sales,Staff,2025-07-04,Present,09:12:00,18:33:00,0,0.38,2744.03,Work from Home,0.68,0.53,6
E044,Employee_44,Finance,Intern,2025-02-26,Absent,,,0,0.0,1853.85,Work from Home,0.51,0.51,4
E023,Employee_23,Operations,Intern,2025-04-21,Present,10:23:00,18:37:00,0,2.17,3910.5,Work from Home,0.36,0.95,8
E031,Employee_31,Sales,Manager,2025-01-13,Present,09:33:00,18:38:00,0,2.0,2148.62,Work from Home,0.08,0.38,5
E001,Employee_1,Sales,Intern,2025-10-14,Present,10:39:00,17:49:00,0,1.34,4590.25,Work from Home,0.93,0.55,3
E038,Employee_38,Sales,Staff,2025-06-23,Present,10:01:00,18:26:00,1,2.57,2865.46,Office,0.5,0.64,9
E036,Employee_36,HR,Manager,2025-03-04,Present,10:39:00,18:38:00,0,0.92,3645.79,Office,0.02,0.63,9
E042,Employee_42,Sales,Team Lead,2025-06-09,Present,09:45:00,18:15:00,0,2.82,2792.49,Work from Home,0.95,0.14,6
E014,Employee_14,Operations,Team Lead,2025-07-17,Present,10:15:00,17:42:00,0,0.22,3653.67,Office,0.18,0.66,3
E049,Employee_49,HR,Intern,2025-07-21,Present,09:22:00,17:42:00,0,2.13,2021.72,Office,0.94,0.51,9
E030,Employee_30,Operations,Team Lead,2025-03-19,Present,09:13:00,17:30:00,0,2.41,2551.74,Office,0.16,0.71,8
E005,Employee_5,Finance,Manager,2025-02-13,Present,09:35:00,17:22:00,0,0.49,2762.86,Work from Home,0.24,0.83,9
E030,Employee_30,HR,Team Lead,2025-09-29,Absent,,,0,0.0,3557.49,Work from Home,0.18,0.42,4
E024,Employee_24,Sales,Intern,2025-04-24,Present,10:15:00,18:44:00,0,0.04,3917.69,Work from Home,0.73,0.39,9
E039,Employee_39,IT,Intern,2025-09-23,Absent,,,0,0.0,2591.06,Office,0.78,0.98,0
E030,Employee_30,HR,Staff,2025-09-22,Present,09:59:00,17:13:00,0,0.58,3698.25,Office,0.68,0.25,1
E018,Employee_18,Operations,Staff,2025-01-26,Present,09:14:00,18:31:00,0,0.02,1055.01,Work from Home,0.26,0.84,6
E031,Employee_31,Operations,Manager,2025-12-05,Present,10:12:00,17:03:00,0,0.47,1112.68,Work from Home,0.19,0.06,8
E029,Employee_29,IT,Staff,2025-02-20,Leave,,,0,0.0,3800.29,Work from Home,0.19,0.18,1
E018,Employee_18,HR,Manager,2025-09-01,Present,09:26:00,17:07:00,0,0.04,1081.6,Work from Home,0.43,0.59,6
E015,Employee_15,Sales,Team Lead,2025-01-02,Present,10:02:00,18:24:00,0,1.14,1908.25,Office,0.57,0.61,9
E011,Employee_11,Operations,Team Lead,2025-03-27,Absent,,,0,0.0,1405.15,Office,0.54,0.39,7
E029,Employee_29,HR,Intern,2025-06-04,Present,10:14:00,17:53:00,0,0.36,1414.77,Work from Home,0.52,0.82,5
E012,Employee_12,HR,Intern,2025-03-15,Present,10:41:00,18:00:00,0,2.3,2940.26,Office,0.42,0.34,4
E003,Employee_3,Finance,Staff,2025-12-19,Present,09:36:00,18:38:00,0,0.85,3433.19,Office,0.54,0.42,9
E006,Employee_6,Sales,Team Lead,2025-08-30,Present,09:47:00,17:42:00,0,2.92,2386.86,Office,0.25,0.52,0
E045,Employee_45,Sales,Intern,2025-08-22,Leave,,,0,0.0,3203.91,Office,0.0,0.96,9
E003,Employee_3,Operations,Manager,2025-07-21,Leave,,,0,0.0,1708.68,Work from Home,0.83,0.19,8
E008,Employee_8,HR,Staff,2025-01-18,Present,09:34:00,18:12:00,0,1.7,4120.14,Office,0.46,0.74,0
E008,Employee_8,IT,Intern,2025-12-05,Present,10:02:00,18:46:00,1,2.42,2466.83,Office,0.98,0.64,6
E011,Employee_11,Operations,Intern,2025-08-14,Present,09:50:00,17:13:00,0,0.82,2888.94,Office,0.82,0.34,7
E041,Employee_41,Operations,Intern,2025-04-04,Present,09:20:00,17:24:00,0,1.3,2242.56,Office,0.42,0.65,5
E022,Employee_22,HR,Manager,2025-03-01,Present,10:32:00,17:33:00,0,2.09,3201.06,Office,0.93,0.98,5
E017,Employee_17,Sales,Manager,2025-04-22,Present,09:40:00,17:47:00,0,0.28,4695.4,Work from Home,0.21,0.92,1
E030,Employee_30,Finance,Staff,2025-10-02,Present,10:47:00,17:04:00,0,0.26,1294.01,Work from Home,0.83,0.51,8
E027,Employee_27,Finance,Intern,2025-07-14,Present,09:16:00,18:17:00,0,2.32,2236.84,Office,0.67,0.63,6
E021,Employee_21,Sales,Manager,2025-11-14,Present,09:44:00,17:47:00,0,0.45,4212.53,Office,0.01,0.16,9
E032,Employee_32,Finance,Manager,2025-04-11,Present,10:02:00,17:46:00,0,0.55,2946.74,Work from Home,0.22,0.01,7
E034,Employee_34,IT,Intern,2025-10-29,Present,10:39:00,18:46:00,0,1.72,2245.66,Work from Home,0.88,0.73,3
E001,Employee_1,Operations,Staff,2025-01-18,Absent,,,0,0.0,4029.13,Office,0.56,0.34,1
E011,Employee_11,Finance,Intern,2025-05-06,Present,10:03:00,18:10:00,1,0.38,2963.98,Office,0.67,0.3,8
E027,Employee_27,HR,Intern,2025-07-19,Present,10:29:00,17:55:00,0,0.8,3248.22,Work from Home,0.45,0.63,0
E049,Employee_49,Operations,Intern,2025-11-29,Present,10:18:00,18:28:00,0,1.77,4052.99,Work from Home,0.47,0.42,2
E045,Employee_45,Operations,Team Lead,2025-08-12,Present,10:05:00,17:12:00,0,1.32,2740.95,Office,0.72,0.98,4
E029,Employee_29,Sales,Manager,2025-01-31,Present,10:40:00,17:03:00,0,2.12,1348.33,Office,0.65,0.89,3
E011,Employee_11,Operations,Staff,2025-12-10,Present,09:06:00,17:06:00,0,2.18,2617.33,Office,0.9,0.32,1
E019,Employee_19,IT,Manager,2025-06-30,Present,09:45:00,17:40:00,0,0.34,1165.87,Work from Home,0.13,0.59,1
E041,Employee_41,IT,Team Lead,2025-12-19,Present,09:42:00,17:52:00,0,1.0,2252.48,Work from Home,0.92,0.41,7
E025,Employee_25,HR,Staff,2025-04-24,Present,09:01:00,18:07:00,0,0.48,1096.0,Work from Home,0.37,0.15,8
E018,Employee_18,Sales,Manager,2025-05-15,Present,10:53:00,18:55:00,0,2.89,1876.41,Office,0.46,0.4,3
E046,Employee_46,HR,Manager,2025-10-21,Leave,,,0,0.0,3358.33,Work from Home,0.31,0.27,3
E029,Employee_29,Finance,Staff,2025-05-29,Present,09:55:00,17:52:00,0,0.31,3633.87,Work from Home,0.85,0.23,3
E037,Employee_37,IT,Staff,2025-07-13,Present,10:55:00,17:59:00,0,1.39,1057.56,Work from Home,0.08,0.84,5
E039,Employee_39,Operations,Manager,2025-07-24,Absent,,,0,0.0,2704.82,Office,0.57,0.61,4
E041,Employee_41,IT,Manager,2025-12-26,Present,10:10:00,18:49:00,0,0.52,4751.31,Office,0.44,0.71,5
E027,Employee_27,Finance,Intern,2025-06-09,Present,10:07:00,17:25:00,0,0.24,2362.86,Work from Home,0.68,0.17,4
E018,Employee_18,Finance,Manager,2025-09-21,Present,09:02:00,17:33:00,0,2.53,4623.22,Work from Home,0.93,0.56,4
E007,Employee_7,Operations,Intern,2025-12-12,Absent,,,0,0.0,3884.41,Office,0.13,0.91,0
E001,Employee_1,Operations,Intern,2025-12-06,Present,09:28:00,17:24:00,0,1.08,1568.25,Office,0.79,0.5,6
E012,Employee_12,Finance,Intern,2025-12-24,Present,09:35:00,18:42:00,0,1.48,1133.16,Office,0.31,0.74,1
E032,Employee_32,Sales,Manager,2025-12-30,Present,09:06:00,18:31:00,0,1.11,2189.29,Office,0.28,0.42,9
E015,Employee_15,HR,Intern,2025-04-13,Present,09:15:00,17:13:00,0,2.06,3053.79,Work from Home,0.41,0.75,7
E001,Employee_1,Sales,Intern,2025-06-05,Present,10:02:00,18:09:00,0,2.92,4886.54,Work from Home,0.58,0.16,0
E042,Employee_42,Finance,Intern,2025-12-31,Absent,,,0,0.0,1422.91,Office,0.62,0.61,7
E026,Employee_26,Finance,Intern,2025-12-23,Present,09:40:00,17:24:00,0,2.94,2216.19,Work from Home,0.16,0.35,5
E003,Employee_3,Sales,Staff,2025-03-16,Present,10:49:00,17:52:00,0,2.94,3171.12,Office,0.35,0.64,2
E029,Employee_29,Operations,Intern,2025-08-19,Present,09:53:00,17:20:00,1,2.69,4405.16,Work from Home,0.55,0.62,7
E047,Employee_47,Operations,Staff,2025-04-06,Present,09:09:00,17:32:00,0,0.34,2999.2,Office,0.29,0.41,2
E023,Employee_23,Operations,Intern,2025-06-28,Present,09:36:00,17:34:00,1,0.82,4724.1,Office,0.7,0.67,3
E003,Employee_3,IT,Intern,2025-10-02,Present,10:15:00,18:22:00,0,1.05,4927.98,Work from Home,0.1,0.25,9
E032,Employee_32,Finance,Team Lead,2025-02-06,Present,10:07:00,17:43:00,0,2.82,2265.37,Work from Home,0.84,0.94,0
E006,Employee_6,HR,Manager,2025-01-07,Present,09:12:00,17:16:00,0,2.16,4528.58,Office,0.84,0.39,1
E049,Employee_49,Sales,Team Lead,2025-11-04,Present,10:07:00,17:47:00,0,2.54,4921.96,Work from Home,0.02,0.49,8
E010,Employee_10,Finance,Team Lead,2025-07-11,Leave,,,0,0.0,3128.54,Work from Home,0.93,0.95,3
E034,Employee_34,Operations,Manager,2025-05-21,Present,09:08:00,18:36:00,1,2.03,4819.22,Office,0.66,0.86,1
E022,Employee_22,Finance,Staff,2025-07-04,Present,10:49:00,18:55:00,0,2.03,1573.3,Work from Home,0.1,0.2,8
E045,Employee_45,Finance,Manager,2025-07-06,Present,10:03:00,18:21:00,0,0.26,2537.1,Office,0.75,0.99,5
E049,Employee_49,Sales,Intern,2025-02-17,Present,10:21:00,18:23:00,1,1.35,1944.88,Work from Home,0.59,0.06,0
E030,Employee_30,HR,Intern,2025-04-27,Present,09:55:00,18:41:00,0,1.73,3194.95,Work from Home,0.84,0.79,1
E037,Employee_37,Sales,Intern,2025-07-24,Present,09:12:00,18:49:00,0,1.82,1636.55,Work from Home,0.97,0.64,5
E041,Employee_41,Sales,Manager,2025-04-22,Present,10:56:00,17:45:00,0,0.17,1335.31,Work from Home,0.71,0.8,1
E030,Employee_30,Sales,Staff,2025-11-13,Present,10:47:00,17:27:00,0,0.33,1312.11,Office,0.76,0.65,2
E001,Employee_1,IT,Manager,2025-11-25,Present,09:28:00,17:07:00,0,1.74,4924.53,Work from Home,0.84,0.39,0
E013,Employee_13,IT,Staff,2025-11-27,Present,09:09:00,17:38:00,0,1.5,1946.14,Work from Home,0.94,0.24,6
E006,Employee_6,Operations,Staff,2025-11-18,Present,10:15:00,18:31:00,0,1.0,2902.52,Office,0.64,0.31,9
E025,Employee_25,Sales,Manager,2025-06-15,Present,10:04:00,17:15:00,0,2.34,3392.3,Work from Home,0.67,0.62,0
E023,Employee_23,Finance,Team Lead,2025-10-23,Present,09:44:00,18:34:00,0,0.22,1141.8,Work from Home,0.95,0.21,8
E032,Employee_32,IT,Staff,2025-02-26,Present,10:11:00,17:27:00,0,0.23,2333.48,Office,0.81,0.46,8
E040,Employee_40,Sales,Team Lead,2025-08-17,Present,10:53:00,18:52:00,0,2.98,2165.62,Office,0.28,0.5,9
E017,Employee_17,Sales,Manager,2025-11-01,Absent,,,0,0.0,4133.21,Office,0.67,0.65,8
E036,Employee_36,HR,Intern,2025-01-08,Leave,,,0,0.0,4417.54,Work from Home,0.54,0.54,2
E027,Employee_27,IT,Manager,2025-07-16,Absent,,,0,0.0,2325.43,Office,0.25,0.57,3
E004,Employee_4,Finance,Intern,2025-10-28,Present,10:26:00,17:35:00,0,1.41,1716.1,Office,0.5,0.8,2
E009,Employee_9,Operations,Team Lead,2025-05-24,Present,10:11:00,17:18:00,0,2.98,2953.21,Office,0.04,0.67,3
E011,Employee_11,HR,Staff,2025-03-11,Present,09:11:00,17:29:00,0,0.56,4462.21,Work from Home,0.11,0.74,3
E041,Employee_41,Operations,Intern,2025-09-23,Present,09:11:00,18:21:00,0,1.39,3672.68,Office,0.36,0.0,6
E031,Employee_31,Finance,Team Lead,2025-11-12,Present,10:33:00,18:12:00,0,0.02,1307.03,Office,0.46,0.54,2
E040,Employee_40,HR,Staff,2025-05-05,Present,09:59:00,17:04:00,0,2.9,2826.38,Office,0.21,0.84,2
E004,Employee_4,Finance,Team Lead,2025-03-25,Present,09:19:00,17:14:00,0,0.9,2445.34,Work from Home,0.86,0.71,3
E008,Employee_8,Sales,Team Lead,2025-01-31,Present,09:15:00,17:43:00,0,1.75,2969.82,Work from Home,0.46,0.53,0
E039,Employee_39,Sales,Manager,2025-06-29,Present,09:43:00,18:40:00,0,1.0,2878.95,Work from Home,0.7,0.95,8
